id-partido,temporada,fecha,jornada,equipo-local,equipo-visitante,goles-local,goles-visitante,estadio
277,2022-2023_2_A,2/09/2022,Jornada 12,FC Juárez,Cruz Azul,2,2,Olímpico Benito Juárez
278,2022-2023_2_A,3/09/2022,Jornada 12,Pachuca,Santos Laguna,2,0,Hidalgo
279,2022-2023_2_A,3/09/2022,Jornada 12,Monterrey,Mazatlán FC,0,0,Estadio BBVA
280,2022-2023_2_A,3/09/2022,Jornada 12,Atlas,Pumas,0,0,Jalisco
281,2022-2023_2_A,3/09/2022,Jornada 12,América,Tigres,2,1,Azteca
282,2022-2023_2_A,4/09/2022,Jornada 12,Toluca,Guadalajara,0,0,Nemesio Diez
283,2022-2023_2_A,6/09/2022,Jornada 13,León,FC Juárez,1,0,Nou Camp
284,2022-2023_2_A,6/09/2022,Jornada 13,Santos Laguna,Necaxa,3,1,TSM Corona
285,2022-2023_2_A,6/09/2022,Jornada 13,Monterrey,Cruz Azul,3,2,Estadio BBVA
286,2022-2023_2_A,6/09/2022,Jornada 13,América,Club Atlético de San Luis,3,0,Azteca
287,2022-2023_2_A,7/09/2022,Jornada 13,Puebla,Pachuca,2,2,Cuauhtémoc
288,2022-2023_2_A,7/09/2022,Jornada 13,Tigres,Toluca,3,1,Universitario
289,2022-2023_2_A,7/09/2022,Jornada 13,Mazatlán FC,Atlas,1,0,Estadio Mazatlán
290,2022-2023_2_A,7/09/2022,Jornada 13,Pumas,Querétaro,4,1,Olímpico Universitario
291,2022-2023_2_A,7/09/2022,Jornada 13,Tijuana,Guadalajara,1,2,Caliente
292,2022-2023_2_A,9/09/2022,Jornada 14,FC Juárez,Monterrey,0,1,Olímpico Benito Juárez
293,2022-2023_2_A,10/09/2022,Jornada 14,Querétaro,Santos Laguna,3,3,La Corregidora
294,2022-2023_2_A,10/09/2022,Jornada 14,Necaxa,América,1,2,Victoria
295,2022-2023_2_A,10/09/2022,Jornada 14,Tigres,León,0,1,Universitario
296,2022-2023_2_A,10/09/2022,Jornada 14,Toluca,Pumas,2,2,Nemesio Diez
297,2022-2023_2_A,10/09/2022,Jornada 14,Guadalajara,Puebla,1,0,Estadio AKRON
298,2022-2023_2_A,11/09/2022,Jornada 14,Cruz Azul,Mazatlán FC,2,0,Azteca
299,2022-2023_2_A,11/09/2022,Jornada 14,Atlas,Club Atlético de San Luis,1,3,Jalisco
300,2022-2023_2_A,11/09/2022,Jornada 14,Pachuca,Tijuana,6,1,Hidalgo
301,2022-2023_2_A,13/09/2022,Jornada 9,Guadalajara,Tigres,1,4,Estadio AKRON
302,2022-2023_2_A,14/09/2022,Jornada 8,FC Juárez,Pachuca,2,1,Olímpico Benito Juárez
303,2022-2023_2_A,14/09/2022,Jornada 5,América,Santos Laguna,3,3,Azteca
304,2022-2023_2_A,15/09/2022,Jornada 16,Cruz Azul,León,2,1,Azteca
305,2022-2023_2_A,16/09/2022,Jornada 15,Puebla,Tigres,2,1,Cuauhtémoc
306,2022-2023_2_A,16/09/2022,Jornada 15,Mazatlán FC,Toluca,1,1,Estadio Mazatlán
307,2022-2023_2_A,17/09/2022,Jornada 15,Monterrey,Atlas,2,0,Estadio BBVA
308,2022-2023_2_A,17/09/2022,Jornada 15,América,Guadalajara,2,1,Azteca
309,2022-2023_2_A,18/09/2022,Jornada 15,Pumas,Cruz Azul,1,2,Olímpico Universitario
310,2022-2023_2_A,18/09/2022,Jornada 15,Santos Laguna,FC Juárez,2,0,TSM Corona
311,2022-2023_2_A,18/09/2022,Jornada 15,León,Querétaro,3,1,Nou Camp
312,2022-2023_2_A,18/09/2022,Jornada 15,Club Atlético de San Luis,Pachuca,1,2,Alfonso Lastras Ramírez
313,2022-2023_2_A,18/09/2022,Jornada 15,Tijuana,Necaxa,1,1,Caliente
314,2022-2023_2_A,23/09/2022,Jornada 16,Necaxa,Mazatlán FC,2,2,Victoria
315,2022-2023_2_A,23/09/2022,Jornada 7,Puebla,Pumas,2,1,Cuauhtémoc
316,2022-2023_2_A,30/09/2022,Jornada 17,Puebla,América,1,2,Cuauhtémoc
317,2022-2023_2_A,30/09/2022,Jornada 17,FC Juárez,Pumas,3,1,Olímpico Benito Juárez
318,2022-2023_2_A,1/10/2022,Jornada 17,Club Atlético de San Luis,Tigres,0,3,Alfonso Lastras Ramírez
319,2022-2023_2_A,1/10/2022,Jornada 17,Monterrey,Pachuca,0,0,Estadio BBVA
320,2022-2023_2_A,1/10/2022,Jornada 17,Atlas,Necaxa,1,0,Jalisco
321,2022-2023_2_A,1/10/2022,Jornada 17,Cruz Azul,Guadalajara,2,1,Azteca
322,2022-2023_2_A,2/10/2022,Jornada 17,Toluca,Querétaro,4,1,Nemesio Diez
323,2022-2023_2_A,2/10/2022,Jornada 17,Santos Laguna,Mazatlán FC,3,0,TSM Corona
324,2022-2023_2_A,2/10/2022,Jornada 17,León,Tijuana,2,2,Nou Camp
325,2022-2023_2_A,8/10/2022,Recalificación,Tigres,Necaxa,2,0,Universitario
326,2022-2023_2_A,8/10/2022,Recalificación,Cruz Azul,León,1,0,Azteca
327,2022-2023_2_A,9/10/2022,Recalificación,Toluca,FC Juárez,3,0,Nemesio Diez
328,2022-2023_2_A,9/10/2022,Recalificación,Puebla,Guadalajara,1,1,Cuauhtémoc
329,2022-2023_2_A,12/10/2022,Cuartos Ida,Puebla,América,1,6,Cuauhtémoc
330,2022-2023_2_A,12/10/2022,Cuartos Ida,Cruz Azul,Monterrey,0,0,Azteca
331,2022-2023_2_A,13/10/2022,Cuartos Ida,Toluca,Santos Laguna,4,3,Nemesio Diez
332,2022-2023_2_A,13/10/2022,Cuartos Ida,Tigres,Pachuca,1,0,Universitario
333,2022-2023_2_A,15/10/2022,Cuartos Vuelta,Monterrey,Cruz Azul,3,0,Estadio BBVA
334,2022-2023_2_A,15/10/2022,Cuartos Vuelta,América,Puebla,5,1,Azteca
335,2022-2023_2_A,16/10/2022,Cuartos Vuelta,Santos Laguna,Toluca,1,2,TSM Corona
336,2022-2023_2_A,16/10/2022,Cuartos Vuelta,Pachuca,Tigres,2,1,Hidalgo
337,2022-2023_2_A,19/10/2022,Semifinal Ida,Toluca,América,2,1,Nemesio Diez
338,2022-2023_2_A,20/10/2022,Semifinal Ida,Pachuca,Monterrey,5,2,Hidalgo
339,2022-2023_2_A,22/10/2022,Semifinal Vuelta,América,Toluca,1,1,Azteca
340,2022-2023_2_A,23/10/2022,Semifinal Vuelta,Monterrey,Pachuca,0,1,Estadio BBVA
341,2022-2023_2_A,27/10/2022,Final Ida,Toluca,Pachuca,1,5,Nemesio Diez
342,2022-2023_2_A,30/10/2022,Final Vuelta,Pachuca,Toluca,3,1,Hidalgo
